original_index,task,ground_truth_text,predicted_label,top1_correct,candidate_count
1610,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1611,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1612,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1613,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1614,Phase Recognition,The stage corresponds to Preparation.,Preparation,False,7
1615,Phase Recognition,The phase is Gallbladder Dissection.,Gallbladder Dissection,False,7
1616,Phase Recognition,The phase is Calot Triangle Dissection.,Gallbladder Dissection,False,7
1617,Phase Recognition,"{""answer"": ""F. Cleaning Coagulation""}",Clipping Cutting,False,7
1618,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1619,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1620,Phase Recognition,Cleaning Coagulation,Gallbladder Dissection,False,7
1621,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1622,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1623,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1624,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1625,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1626,Phase Recognition,It's the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1627,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1628,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1629,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1630,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1631,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1632,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1633,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1634,Phase Recognition,Gallbladder Retraction,Gallbladder Packaging,False,7
1635,Phase Recognition,Clipping Cutting,Gallbladder Dissection,False,7
1636,Phase Recognition,The phase represented here is Cleaning Coagulation.,Gallbladder Dissection,False,7
1637,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1638,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1639,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1640,Phase Recognition,This is the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1641,Phase Recognition,The phase is identified as Gallbladder Dissection.,Gallbladder Dissection,False,7
1642,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1643,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1644,Phase Recognition,Preparation,Gallbladder Retraction,False,7
1645,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1646,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1647,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1648,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1649,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1650,Phase Recognition,The phase is Calot Triangle Dissection.,Gallbladder Dissection,False,7
1651,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1652,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1653,Phase Recognition,It suggests the Calot Triangle Dissection phase.,Gallbladder Dissection,False,7
1654,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1655,Phase Recognition,The phase depicted is Preparation.,Preparation,False,7
1656,Phase Recognition,The phase is Gallbladder Dissection.,Gallbladder Dissection,False,7
1657,Phase Recognition,Cleaning Coagulation,Calot Triangle Dissection,False,7
1658,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1659,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1660,Phase Recognition,The procedure is in the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1661,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1662,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1663,Phase Recognition,Clipping Cutting,Calot Triangle Dissection,False,7
1664,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1665,Phase Recognition,"## Surgical Answers
(1) The identified phase is Preparation.",Gallbladder Retraction,False,7
1666,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1667,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1668,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1669,Phase Recognition,It shows the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1670,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1671,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1672,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1673,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1674,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1675,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1676,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1677,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1678,Phase Recognition,Preparation,Preparation,False,7
1679,Phase Recognition,The procedure is in the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1680,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1681,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1682,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1683,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1684,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1685,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1686,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1687,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1688,Phase Recognition,"## Surgical Answers
(1) The phase observed is Preparation.",Gallbladder Retraction,False,7
1689,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1690,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1691,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1692,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1693,Phase Recognition,Preparation,Preparation,False,7
1694,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1695,Phase Recognition,It's the Preparation phase.,Gallbladder Dissection,False,7
1696,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1697,Phase Recognition,It's classified as the Gallbladder Dissection phase.,Calot Triangle Dissection,False,7
1698,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1699,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1700,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1701,Phase Recognition,Cleaning Coagulation,Calot Triangle Dissection,False,7
1702,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1703,Phase Recognition,The phase represented here is Gallbladder Dissection.,Gallbladder Dissection,False,7
1704,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1705,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1706,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1707,Phase Recognition,Cleaning Coagulation,Calot Triangle Dissection,False,7
1708,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1709,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1710,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1711,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1712,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1713,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1714,Phase Recognition,The current phase is Preparation.,Gallbladder Retraction,False,7
1715,Phase Recognition,The depicted phase is Clipping Cutting.,Preparation,False,7
1716,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1717,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1718,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1719,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1720,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1721,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1722,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1723,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1724,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1725,Phase Recognition,The phase is Gallbladder Dissection.,Gallbladder Dissection,False,7
1726,Phase Recognition,The phase is Calot Triangle Dissection.,Calot Triangle Dissection,False,7
1727,Phase Recognition,Cleaning Coagulation,Gallbladder Packaging,False,7
1728,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1729,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1730,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1731,Phase Recognition,"{""answer"": ""C. Clipping Cutting""}",Clipping Cutting,False,7
1732,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1733,Phase Recognition,Preparation,Preparation,False,7
1734,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1735,Phase Recognition,This is the Calot Triangle Dissection phase.,Gallbladder Dissection,False,7
1736,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1737,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1738,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1739,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1740,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1741,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1742,Phase Recognition,It shows the Preparation phase.,Gallbladder Retraction,False,7
1743,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1744,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1745,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1746,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1747,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1748,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1749,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1750,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1751,Phase Recognition,The reflected phase is Calot Triangle Dissection.,Gallbladder Dissection,False,7
1752,Phase Recognition,The visible phase is Calot Triangle Dissection.,Gallbladder Dissection,False,7
1753,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1754,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1755,Phase Recognition,This is the Calot Triangle Dissection phase.,Gallbladder Dissection,False,7
1756,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1757,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1758,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1759,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1760,Phase Recognition,Preparation,Gallbladder Dissection,False,7
1761,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1762,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1763,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1764,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1765,Phase Recognition,"## Surgical Answers
(1) The identified phase is Gallbladder Dissection.",Gallbladder Dissection,False,7
1766,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1767,Phase Recognition,It illustrates the Gallbladder Packaging phase.,Gallbladder Packaging,False,7
1768,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1769,Phase Recognition,The shown phase is Calot Triangle Dissection.,Gallbladder Dissection,False,7
1770,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1771,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1772,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1773,Phase Recognition,Calot Triangle Dissection,Cleaning Coagulation,False,7
1774,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1775,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1776,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1777,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1778,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1779,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1780,Phase Recognition,"## Surgical Answers
(1) The phase observed is Gallbladder Retraction.",Calot Triangle Dissection,False,7
1781,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1782,Phase Recognition,The phase is identified as Gallbladder Dissection.,Gallbladder Dissection,False,7
1783,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1784,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1785,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1786,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1787,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1788,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1789,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1790,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1791,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1792,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1793,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1794,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1795,Phase Recognition,The phase shown is Preparation.,Gallbladder Retraction,False,7
1796,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1797,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1798,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1799,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1800,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1801,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1802,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1803,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1804,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1805,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1806,Phase Recognition,Clipping Cutting,Calot Triangle Dissection,False,7
1807,Phase Recognition,Preparation,Calot Triangle Dissection,False,7
1808,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1809,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1810,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1811,Phase Recognition,Gallbladder Retraction,Gallbladder Retraction,False,7
1812,Phase Recognition,The phase represented is Gallbladder Dissection.,Gallbladder Dissection,False,7
1813,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1814,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1815,Phase Recognition,It shows the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1816,Phase Recognition,The current phase is Gallbladder Dissection.,Calot Triangle Dissection,False,7
1817,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1818,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1819,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1820,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1821,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1822,Phase Recognition,Gallbladder Dissection,Cleaning Coagulation,False,7
1823,Phase Recognition,The identified phase is Gallbladder Dissection.,Gallbladder Dissection,False,7
1824,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1825,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1826,Phase Recognition,It's showing the Calot Triangle Dissection phase.,Clipping Cutting,False,7
1827,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1828,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1829,Phase Recognition,The identified phase is Calot Triangle Dissection.,Calot Triangle Dissection,False,7
1830,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1831,Phase Recognition,"## Surgical Answers
(1) The phase in this image is Preparation.",Gallbladder Retraction,False,7
1832,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1833,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1834,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1835,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1836,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1837,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1838,Phase Recognition,The phase represented here is Calot Triangle Dissection.,Gallbladder Dissection,False,7
1839,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1840,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1841,Phase Recognition,It's the Gallbladder Retraction phase.,Gallbladder Retraction,False,7
1842,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1843,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1844,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1845,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1846,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1847,Phase Recognition,It illustrates the Preparation phase.,Gallbladder Retraction,False,7
1848,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1849,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1850,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1851,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1852,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1853,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1854,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1855,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1856,Phase Recognition,The procedure is in the Calot Triangle Dissection phase.,Gallbladder Dissection,False,7
1857,Phase Recognition,The identified phase is Gallbladder Dissection.,Gallbladder Dissection,False,7
1858,Phase Recognition,"{""answer"": ""E. Gallbladder Packaging""}",Clipping Cutting,False,7
1859,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1860,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1861,Phase Recognition,Calot Triangle Dissection,Gallbladder Dissection,False,7
1862,Phase Recognition,The procedure is in the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1863,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1864,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1865,Phase Recognition,Gallbladder Retraction,Gallbladder Retraction,False,7
1866,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1867,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1868,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1869,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1870,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1871,Phase Recognition,"{""answer"": ""E. Gallbladder Packaging""}",Clipping Cutting,False,7
1872,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1873,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1874,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1875,Phase Recognition,Gallbladder Dissection,Clipping Cutting,False,7
1876,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1877,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1878,Phase Recognition,Preparation,Preparation,False,7
1879,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1880,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1881,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1882,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1883,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1884,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1885,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1886,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1887,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1888,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1889,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1890,Phase Recognition,Gallbladder Retraction,Gallbladder Packaging,False,7
1891,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1892,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1893,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1894,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1895,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1896,Phase Recognition,"## Surgical Answers
(1) The stage corresponds to Preparation.",Preparation,False,7
1897,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1898,Phase Recognition,The phase represented is Calot Triangle Dissection.,Calot Triangle Dissection,False,7
1899,Phase Recognition,The phase represented here is Gallbladder Dissection.,Gallbladder Dissection,False,7
1900,Phase Recognition,Gallbladder Dissection,Clipping Cutting,False,7
1901,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1902,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1903,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1904,Phase Recognition,Clipping Cutting,Calot Triangle Dissection,False,7
1905,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1906,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1907,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1908,Phase Recognition,The procedure is in the Clipping Cutting phase.,Gallbladder Dissection,False,7
1909,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1910,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1911,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1912,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1913,Phase Recognition,The phase depicted is Gallbladder Packaging.,Preparation,False,7
1914,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1915,Phase Recognition,"## Surgical Answers
(1) This is the Preparation phase.",Calot Triangle Dissection,False,7
1916,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1917,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1918,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1919,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1920,Phase Recognition,Clipping Cutting,Calot Triangle Dissection,False,7
1921,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1922,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1923,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1924,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1925,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1926,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1927,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1928,Phase Recognition,Preparation,Preparation,False,7
1929,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1930,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1931,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1932,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1933,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1934,Phase Recognition,Clipping Cutting,Clipping Cutting,False,7
1935,Phase Recognition,This is the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1936,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1937,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1938,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1939,Phase Recognition,Gallbladder Packaging,Gallbladder Packaging,False,7
1940,Phase Recognition,Gallbladder Dissection,Calot Triangle Dissection,False,7
1941,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1942,Phase Recognition,The procedure is in the Gallbladder Dissection phase.,Gallbladder Dissection,False,7
1943,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1944,Phase Recognition,The phase underway is Calot Triangle Dissection.,Preparation,False,7
1945,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1946,Phase Recognition,"{""answer"": ""A. Preparation""}",Clipping Cutting,False,7
1947,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1948,Phase Recognition,Gallbladder Dissection,Clipping Cutting,False,7
1949,Phase Recognition,"{""answer"": ""B. Calot Triangle Dissection""}",Clipping Cutting,False,7
1950,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1951,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1952,Phase Recognition,The phase underway is Gallbladder Dissection.,Preparation,False,7
1953,Phase Recognition,Calot Triangle Dissection,Calot Triangle Dissection,False,7
1954,Phase Recognition,"{""answer"": ""D. Gallbladder Dissection""}",Clipping Cutting,False,7
1955,Phase Recognition,Cleaning Coagulation,Cleaning Coagulation,False,7
1956,Phase Recognition,Gallbladder Dissection,Gallbladder Dissection,False,7
1957,Phase Recognition,The phase is Gallbladder Dissection.,Gallbladder Dissection,False,7
